disease	drug	proximity	pval
Language Disorders	dihydrotachysterol	1	0.267469697
Language Disorders	diltiazem	2	0.543569092
Language Disorders	dimenhydrinate	2	0.522943119
Language Disorders	dimethyl fumarate	1	0.22776105
Language Disorders	dimetindene	2	0.642321565
Language Disorders	dinoprost	2	0.482236285
Language Disorders	dinoprost tromethamine	2.5	0.98927589
Language Disorders	dinoprostone	2	0.595584279
Language Disorders	diosmin	2	0.78550112
Language Disorders	dioxybenzone	1	0.17297818
Language Disorders	diphemanil	2	0.631904738
Language Disorders	diphenhydramine	2	0.634758496
Language Disorders	diphenidol	2	0.678645779
Language Disorders	diphenoxylate	2	0.793285612
Language Disorders	diphenylpyraline	1	0.001514771
Language Disorders	dipivefrin	1.6	0.097579283
Language Disorders	dipyridamole	1.666666667	0.054159055
Language Disorders	dipyrithione	1.5	0.641099228
Language Disorders	disopyramide	1.75	0.147308996
Language Disorders	disulfiram	2	0.649124339
Language Disorders	dl-methylephedrine	1.666666667	0.04386957
Language Disorders	dobutamine	1.666666667	0.745034947
Language Disorders	docetaxel	0.833333333	0.003963992
Language Disorders	doconexent	1.333333333	0.345765212
Language Disorders	dofetilide	1.5	0.119708214
Language Disorders	dolasetron	2	0.5
Language Disorders	domperidone	1	0.01454488
Language Disorders	donepezil	1.466666667	0.002614858
Language Disorders	dopamine	1.333333333	5.17E-08
Language Disorders	dorzolamide	2	0.408786672
Language Disorders	dosulepin	1.6875	0.002416167
Language Disorders	dotatate gallium ga-68	2	0.651217293
Language Disorders	doxacurium	2.5	0.978314815
Language Disorders	doxapram	2	0.647205631
Language Disorders	doxazosin	2	0.636965738
Language Disorders	doxepin	1.842105263	0.105671103
Language Disorders	doxercalciferol	1	0.267469697
Language Disorders	doxorubicin	1.5	0.540672242
Language Disorders	doxylamine	2	0.716604901
Language Disorders	dronabinol	2	0.451138699
Language Disorders	dronedarone	1.64	0.000124998
Language Disorders	droperidol	1	0.013974395
Language Disorders	drospirenone	1.5	0.865168606
Language Disorders	drotaverine	2	0.651830136
Language Disorders	drotrecogin alfa	2	0.902106157
Language Disorders	droxidopa	1.7	0.064330492
Language Disorders	dulaglutide	2	0.796571476
Language Disorders	duloxetine	0.333333333	9.22E-11
Language Disorders	dupilumab	1	0.019968885
Language Disorders	durvalumab	1.5	0.015998014
Language Disorders	duvelisib	1.5	0.229158847
Language Disorders	dyclonine	2	0.39862619
Language Disorders	dydrogesterone	2	0.921867341
Language Disorders	dyphylline	1.75	0.063322423
Language Disorders	ecallantide	3	0.999983887
Language Disorders	echothiophate	3	0.957589073
Language Disorders	econazole	2	0.738188339
Language Disorders	eculizumab	2	0.622825128
Language Disorders	edotreotide gallium ga-68	1.75	0.12772641
Language Disorders	edoxaban	2	0.707491192
Language Disorders	edrophonium	2.5	0.884075988
Language Disorders	efalizumab	1.9	0.648366098
Language Disorders	eflornithine	2	0.673753328
Language Disorders	efmoroctocog alfa	2	0.706709131
Language Disorders	elagolix	3	0.976703148
Language Disorders	eletriptan	2	0.546756604
Language Disorders	elexacaftor	1	0.370072068
Language Disorders	eliglustat	2	0.585053801
Language Disorders	elotuzumab	2	0.477056881
Language Disorders	eltrombopag	1	0.000370198
Language Disorders	eluxadoline	2	0.778809488
Language Disorders	emapalumab	2	0.530809008
Language Disorders	emedastine	2	0.560301694
Language Disorders	emicizumab	2	0.682914207
Language Disorders	enalapril	1	0.008116575
Language Disorders	enalaprilat	1.5	0.007144218
Language Disorders	enasidenib	2	0.654490539
Language Disorders	encainide	1	0.059752625
Language Disorders	encorafenib	0.5	0.002590892
Language Disorders	enflurane	1.894736842	0.016863214
Language Disorders	enfortumab vedotin	2	0.556515708
Language Disorders	enoxacin	1	0.198581894
Language Disorders	enoxaparin	2	0.738220764
Language Disorders	enoximone	2	0.686025401
Language Disorders	enprofylline	1.666666667	0.014414603
Language Disorders	entacapone	0	0.000232629
Language Disorders	entrectinib	1	0.001052965
Language Disorders	enzacamene	1.25	0.864333939
Language Disorders	ephedrine	1.75	0.132365546
Language Disorders	epicriptine	1.2	3.73E-05
Language Disorders	epinastine	1.333333333	0.000314342
Language Disorders	epinephrine	1.5	0.063322835
Language Disorders	epirubicin	1	0.038880341
Language Disorders	eplerenone	2	0.742596867
Language Disorders	epoprostenol	2	0.415028801
Language Disorders	eprosartan	1	0.078132659
Language Disorders	eptifibatide	1	0.078132659
Language Disorders	erdafitinib	1.222222222	0.094106765
Language Disorders	erenumab	3	0.999999181
Language Disorders	ergocalciferol	1.863636364	0.133119749
Language Disorders	ergoloid mesylate	1.793103448	0.042115167
Language Disorders	ergometrine	2	0.657315717
Language Disorders	ergotamine	1.5625	3.86E-05
Language Disorders	eribulin	0.5	0.004137332
Language Disorders	erlotinib	1.5	0.706709131
Language Disorders	erythrityl tetranitrate	2	0.713231448
Language Disorders	erythromycin	2	0.72027147
Language Disorders	erythropoietin	1	0.064272025
Language Disorders	escitalopram	1.333333333	8.35E-09
Language Disorders	esketamine	1.1	4.72E-05
Language Disorders	eslicarbazepine	2	0.590280184
Language Disorders	eslicarbazepine acetate	2	0.532482826
Language Disorders	esmolol	1	0.013955718
Language Disorders	esomeprazole	2	0.768714463
Language Disorders	estazolam	2	0.218911356
Language Disorders	estradiol	1.428571429	0.59615884
Language Disorders	estradiol acetate	1.428571429	0.534551599
Language Disorders	estradiol benzoate	1.428571429	0.496126114
Language Disorders	estradiol cypionate	1.428571429	0.532828136
Language Disorders	estradiol dienanthate	1.428571429	0.5
Language Disorders	estradiol valerate	1.428571429	0.529826934
Language Disorders	estramustine	1	0.039939129
Language Disorders	estriol	1	0.116321074
Language Disorders	estrone	1.2	0.157069329
Language Disorders	eszopiclone	2	0.200246744
Language Disorders	etacrynic acid	1.75	0.618084982
Language Disorders	etafedrine	1	0.443484292
Language Disorders	etanercept	1.615384615	0.078145504
Language Disorders	etelcalcetide	2	0.631904738
Language Disorders	ethanol	1.863636364	0.014010452
Language Disorders	ethanolamine oleate	2	0.651217293
Language Disorders	ethchlorvynol	2	0.230108957
Language Disorders	ethinamate	2	0.605615913
Language Disorders	ethinylestradiol	1.333333333	0.460966068
Language Disorders	ethosuximide	2	0.424245677
Language Disorders	ethotoin	1.5	0.250725026
Language Disorders	ethynodiol diacetate	1.5	0.907687742
Language Disorders	etidronic acid	1.5	0.599239516
Language Disorders	etodolac	1.666666667	0.531894949
Language Disorders	etomidate	2	0.205779043
Language Disorders	etonogestrel	1.5	0.888503069
Language Disorders	etoposide	1.5	0.488769759
Language Disorders	etoricoxib	1	0.086520653
Language Disorders	eugenol	1.25	0.277341916
Language Disorders	everolimus	1	0.392435669
Language Disorders	exemestane	2	0.525138553
Language Disorders	exenatide	2	0.769165653
Language Disorders	ezetimibe	2	0.452968128
Language Disorders	ezogabine	2	0.643029119
Language Disorders	famotidine	3	0.881944226
Language Disorders	febuxostat	1	0.000109655
Language Disorders	fedratinib	1	0.143397617
Language Disorders	felbamate	0.666666667	0.00015741
Language Disorders	felodipine	1.846153846	0.357995967
Language Disorders	fenfluramine	1	9.43E-07
Language Disorders	fenofibrate	2	0.787408637
Language Disorders	fenofibric acid	1.8	0.814737197
Language Disorders	fenoldopam	1.625	0.004191916
Language Disorders	fenoprofen	1.5	0.234228039
Language Disorders	fenoterol	1.333333333	0.049687929
Language Disorders	fentanyl	2	0.851965468
Language Disorders	ferric cation	1	0.218002487
Language Disorders	ferric pyrophosphate citrate	2	0.861935879
Language Disorders	ferrous ascorbate	1.928571429	0.952819841
Language Disorders	ferrous fumarate	1.928571429	0.932112067
Language Disorders	ferrous gluconate	1.928571429	0.939088837
Language Disorders	ferrous glycine sulfate	1.928571429	0.961286121
Language Disorders	ferrous succinate	1.928571429	0.944703057
Language Disorders	fesoterodine	2.2	0.887522509
Language Disorders	fexofenadine	2	0.539827837
Language Disorders	filgrastim	1	0.013045334
Language Disorders	finafloxacin	1	0.164710009
Language Disorders	fingolimod	1.5	0.533104457
Language Disorders	fish oil	1.769230769	0.177303897
Language Disorders	flavin adenine dinucleotide	1.884615385	0.561063845
Language Disorders	flavin mononucleotide	1.9	0.70909775
Language Disorders	flavone	1.666666667	0.156465519
Language Disorders	flavoxate	2	0.565406593
Language Disorders	flecainide	1.5	0.084344699
Language Disorders	flibanserin	1.333333333	0.001344171
Language Disorders	floxuridine	2	0.781997513
Language Disorders	fluciclovine (18f)	1.384615385	0.00047204
Language Disorders	flucytosine	1	0.22776105
Language Disorders	fludarabine	2	0.899251826
Language Disorders	fludrocortisone	1.5	0.603748256
Language Disorders	flufenamic acid	1.5	0.322586643
Language Disorders	flumazenil	2	0.237760353
Language Disorders	flumethasone	1	0.344044106
Language Disorders	flunarizine	1.8	0.544906258
Language Disorders	flunisolide	1	0.384606001
Language Disorders	flunitrazepam	2	0.262775183
Language Disorders	fluocinolone acetonide	1.5	0.434166821
Language Disorders	fluocinonide	1.5	0.416848089
Language Disorders	fluorometholone	1	0.356651587
Language Disorders	fluorouracil	2	0.806261058
Language Disorders	fluoxetine	1.714285714	0.125296025
Language Disorders	fluoxymesterone	1.2	0.078826656
Language Disorders	flupentixol	0.8	3.17E-09
Language Disorders	fluphenazine	0.666666667	6.88E-11
Language Disorders	flurandrenolide	1	0.337981481
Language Disorders	flurazepam	2	0.25192941
Language Disorders	flurbiprofen	1.5	0.145736645
Language Disorders	fluspirilene	0.666666667	3.51E-06
Language Disorders	flutamide	1.666666667	0.834869267
Language Disorders	fluticasone	1.75	0.862159215
Language Disorders	fluticasone furoate	1.666666667	0.890321398
Language Disorders	fluticasone propionate	1.75	0.893778934
Language Disorders	fluvastatin	1.5	0.60137381
Language Disorders	fluvoxamine	0.5	1.20E-05
Language Disorders	folic acid	2	0.377174872
Language Disorders	follitropin	2	0.701397079
Language Disorders	fondaparinux	2	0.750075139
Language Disorders	foreskin fibroblast (neonatal)	1.5	0.13695524
Language Disorders	foreskin keratinocyte (neonatal)	1.636363636	0.572608752
Language Disorders	formoterol	1.333333333	0.015712763
Language Disorders	fosinopril	1	0.012922929
Language Disorders	fosnetupitant	2	0.5
Language Disorders	fosphenytoin	1	0.030499728
Language Disorders	fospropofol	2	0.629518196
Language Disorders	fostamatinib	1.462837838	5.49E-07
Language Disorders	framycetin	1	0.203428524
Language Disorders	fremanezumab	3	0.998530848
Language Disorders	frovatriptan	2.5	0.954426703
Language Disorders	fructose	2	0.610462984
Language Disorders	furosemide	2	0.5828718
Language Disorders	gabapentin	1.833333333	0.103324372
Language Disorders	gabapentin enacarbil	2	0.347007437
Language Disorders	gadopentetic acid	2	0.766275542
Language Disorders	galantamine	2.333333333	0.998363321
Language Disorders	galcanezumab	3	0.997688382
Language Disorders	gallamine triethiodide	2.4	0.979434627
Language Disorders	gallium nitrate	2	0.898895171
Language Disorders	galsulfase	2	0.737578529
Language Disorders	gamma-aminobutyric acid	2	0.603748256
Language Disorders	gamma-hydroxybutyric acid	2.5	0.890965335
Language Disorders	ganirelix	3	0.995045606
Language Disorders	gemcitabine	2	0.861402447
Language Disorders	gemeprost	2	0.669630877
Language Disorders	gemfibrozil	2	0.538477814
Language Disorders	gemtuzumab ozogamicin	1.818181818	0.294956856
Language Disorders	gentamicin	1.5	0.306433069
Language Disorders	gestrinone	1.5	0.850756466
Language Disorders	gilteritinib	1.888888889	0.259328192
Language Disorders	gimeracil	2	0.446420795
Language Disorders	ginkgo biloba	1.8	0.229540246
Language Disorders	ginseng	1.666666667	0.399006487
Language Disorders	glasdegib	2	0.636755338
Language Disorders	glatiramer	2	0.673753328
Language Disorders	gliclazide	2	0.691462461
Language Disorders	glimepiride	2	0.634758496
Language Disorders	glipizide	1.5	0.404653594
Language Disorders	gliquidone	2	0.538314793
Language Disorders	glucagon	2	0.726413336
Language Disorders	gluconolactone	2	0.5
Language Disorders	glucosamine	1.25	0.154063341
Language Disorders	glutamic acid	1.835820896	0.058730942
Language Disorders	glutathione	2	0.877138456
Language Disorders	glutathione disulfide	2	0.699062487
Language Disorders	glutethimide	2	0.130092186
Language Disorders	glyburide	1.555555556	0.037306717
Language Disorders	glycerin	1.75	0.594351872
Language Disorders	glycine	1.76	0.036032726
Language Disorders	glycine betaine	0	0.028718604
Language Disorders	glycol salicylate	1.5	0.138716814
Language Disorders	glycolic acid	2	0.764303392
Language Disorders	glycopyrronium	2	0.652975426
Language Disorders	glycyrrhizic acid	1.5	0.639209741
Language Disorders	glymidine	2	0.6135437
Language Disorders	golimumab	1	0.20490806
Language Disorders	golodirsen	2	0.74758846
Language Disorders	gonadorelin	3	0.9861715
Language Disorders	goserelin	2.5	0.961824992
Language Disorders	granisetron	2	0.486763654
Language Disorders	griseofulvin	2	0.391289447
Language Disorders	guaiacol	1	0.384606001
Language Disorders	guaifenesin	1.285714286	0.005742419
Language Disorders	guanabenz	1	9.91E-07
Language Disorders	guanadrel	1	3.26E-07
Language Disorders	guanethidine	1	0.00021756
Language Disorders	guanfacine	1	0.000128182
Language Disorders	guanidine	1.25	0.006862833
Language Disorders	guselkumab	2	0.553579205
Language Disorders	halazepam	2	0.291640589
Language Disorders	halcinonide	2	0.599239516
Language Disorders	halofantrine	1	0.02681328
Language Disorders	haloperidol	1.277777778	7.07E-12
Language Disorders	halothane	1.851851852	0.025658679
Language Disorders	heparin	1.916666667	0.8844446
Language Disorders	hesperidin	2	0.998581934
Language Disorders	hexachlorophene	1.333333333	0.107652163
Language Disorders	hexafluronium	3	0.916445718
Language Disorders	hexocyclium	2	0.591394939
Language Disorders	hexylcaine	1.5	0.071238042
Language Disorders	hexylresorcinol	1.333333333	0.208077716
Language Disorders	histamine	2	0.278312901
Language Disorders	histrelin	3	0.998581934
Language Disorders	homatropine	2.2	0.859849267
Language Disorders	homatropine methylbromide	2.2	0.882347833
Language Disorders	homosalate	1.333333333	0.878848306
Language Disorders	human c1-esterase inhibitor	2.166666667	0.980967118
Language Disorders	human calcitonin	1	0.332054137
Language Disorders	human immunoglobulin g	1.9	0.588385138
Language Disorders	human thrombin	2.125	0.974558595
Language Disorders	huperzine a	2	0.679454089
Language Disorders	hyaluronic acid	1.75	0.557697397
Language Disorders	hydralazine	1.666666667	0.592429989
Language Disorders	hydrochlorothiazide	2	0.686025401
Language Disorders	hydrocodone	1.333333333	0.01453463
Language Disorders	hydrocortamate	1	0.363244662
Language Disorders	hydrocortisone	1	0.221750813
Language Disorders	hydrocortisone acetate	1.333333333	0.273943372
Language Disorders	hydrocortisone butyrate	1.333333333	0.23764511
Language Disorders	hydrocortisone cypionate	1.333333333	0.246735914
Language Disorders	hydrocortisone phosphate	1.333333333	0.270223881
Language Disorders	hydrocortisone probutate	1.333333333	0.278803023
Language Disorders	hydrocortisone valerate	1.333333333	0.269688558
Language Disorders	hydroflumethiazide	1.875	0.558063605
Language Disorders	hydromorphone	2	0.796171555
Language Disorders	hydroquinone	2	0.5
Language Disorders	hydroxocobalamin	2.222222222	0.913272349
Language Disorders	hydroxychloroquine	2	0.675392477
Language Disorders	hydroxyprogesterone caproate	2	0.921867341
Language Disorders	hydroxyurea	2	0.764013891
Language Disorders	hydroxyzine	2	0.602636553
Language Disorders	hyoscyamine	2	0.587829953
Language Disorders	hypromellose	2	0.392435669
Language Disorders	ibalizumab	1.333333333	0.25919659
Language Disorders	ibandronate	2	0.644964041
Language Disorders	ibritumomab tiuxetan	1.909090909	0.573087497
Language Disorders	ibrutinib	1	0.476154677
Language Disorders	ibuprofen	1.5	0.238148275
Language Disorders	ibutilide	1.75	0.080189393
Language Disorders	icatibant	1.5	0.023673359
